genre_ids,id,title,original_language,popularity,release_date,vote_average,vote_count,release_year,decade,genre
12,1368337,The Odyssey,en,1154.0314,2026-07-15,7.9,1802,2026.0,2020,Adventure
28,1368337,The Odyssey,en,1154.0314,2026-07-15,7.9,1802,2026.0,2020,Action
14,1368337,The Odyssey,en,1154.0314,2026-07-15,7.9,1802,2026.0,2020,Fantasy
878,969681,Spider-Man: Brand New Day,en,912.2268,2026-07-28,7.951,162,2026.0,2020,Science Fiction
28,969681,Spider-Man: Brand New Day,en,912.2268,2026-07-28,7.951,162,2026.0,2020,Action
12,969681,Spider-Man: Brand New Day,en,912.2268,2026-07-28,7.951,162,2026.0,2020,Adventure
28,1081003,Supergirl,en,614.8873,2026-06-24,6.713,1053,2026.0,2020,Action
12,1081003,Supergirl,en,614.8873,2026-06-24,6.713,1053,2026.0,2020,Adventure
878,1081003,Supergirl,en,614.8873,2026-06-24,6.713,1053,2026.0,2020,Science Fiction
28,454639,Masters of the Universe,en,503.965,2026-06-03,7.295,1307,2026.0,2020,Action
14,454639,Masters of the Universe,en,503.965,2026-06-03,7.295,1307,2026.0,2020,Fantasy
878,454639,Masters of the Universe,en,503.965,2026-06-03,7.295,1307,2026.0,2020,Science Fiction
878,1275779,Disclosure Day,en,438.6074,2026-06-10,7.417,2011,2026.0,2020,Science Fiction
53,1275779,Disclosure Day,en,438.6074,2026-06-10,7.417,2011,2026.0,2020,Thriller
10751,1108427,Moana,en,393.925,2026-07-08,5.909,154,2026.0,2020,Family
14,1108427,Moana,en,393.925,2026-07-08,5.909,154,2026.0,2020,Fantasy
35,1108427,Moana,en,393.925,2026-07-08,5.909,154,2026.0,2020,Comedy
12,1108427,Moana,en,393.925,2026-07-08,5.909,154,2026.0,2020,Adventure
27,1339713,Obsession,en,372.1049,2026-05-13,8.253,3903,2026.0,2020,Horror
53,1339713,Obsession,en,372.1049,2026-05-13,8.253,3903,2026.0,2020,Thriller
16,1084244,Toy Story 5,en,298.8514,2026-06-17,7.4,724,2026.0,2020,Animation
10751,1084244,Toy Story 5,en,298.8514,2026-06-17,7.4,724,2026.0,2020,Family
35,1084244,Toy Story 5,en,298.8514,2026-06-17,7.4,724,2026.0,2020,Comedy
12,1084244,Toy Story 5,en,298.8514,2026-06-17,7.4,724,2026.0,2020,Adventure
27,1083381,Backrooms,en,288.8807,2026-05-27,7.076,2268,2026.0,2020,Horror
9648,1083381,Backrooms,en,288.8807,2026-05-27,7.076,2268,2026.0,2020,Mystery
878,1083381,Backrooms,en,288.8807,2026-05-27,7.076,2268,2026.0,2020,Science Fiction
12,1284465,The Death of Robin Hood,en,307.1527,2026-06-18,6.6,129,2026.0,2020,Adventure
18,1284465,The Death of Robin Hood,en,307.1527,2026-06-18,6.6,129,2026.0,2020,Drama
28,1284465,The Death of Robin Hood,en,307.1527,2026-06-18,6.6,129,2026.0,2020,Action
16,980431,Avatar Aang: The Last Airbender,en,289.7811,2026-07-24,9.402,437,2026.0,2020,Animation
28,980431,Avatar Aang: The Last Airbender,en,289.7811,2026-07-24,9.402,437,2026.0,2020,Action
12,980431,Avatar Aang: The Last Airbender,en,289.7811,2026-07-24,9.402,437,2026.0,2020,Adventure
14,980431,Avatar Aang: The Last Airbender,en,289.7811,2026-07-24,9.402,437,2026.0,2020,Fantasy
12,1315772,Minions & Monsters,en,225.4018,2026-06-24,6.413,241,2026.0,2020,Adventure
16,1315772,Minions & Monsters,en,225.4018,2026-06-24,6.413,241,2026.0,2020,Animation
35,1315772,Minions & Monsters,en,225.4018,2026-06-24,6.413,241,2026.0,2020,Comedy
10751,1315772,Minions & Monsters,en,225.4018,2026-06-24,6.413,241,2026.0,2020,Family
14,1315772,Minions & Monsters,en,225.4018,2026-06-24,6.413,241,2026.0,2020,Fantasy
53,1727780,Borderline,en,217.0322,2026-07-17,7.0,6,2026.0,2020,Thriller
28,1630409,The Debt Collector,th,212.1374,2026-07-20,6.659,22,2026.0,2020,Action
53,1630409,The Debt Collector,th,212.1374,2026-07-20,6.659,22,2026.0,2020,Thriller
80,1630409,The Debt Collector,th,212.1374,2026-07-20,6.659,22,2026.0,2020,Crime
28,1375646,Colony,ko,222.9323,2026-05-21,8.0,296,2026.0,2020,Action
27,1375646,Colony,ko,222.9323,2026-05-21,8.0,296,2026.0,2020,Horror
878,1375646,Colony,ko,222.9323,2026-05-21,8.0,296,2026.0,2020,Science Fiction
35,1273221,Scary Movie,en,174.4842,2026-06-03,6.51,1262,2026.0,2020,Comedy
9648,1668364,Desire,es,182.9255,2026-05-07,6.8,148,2026.0,2020,Mystery
18,1668364,Desire,es,182.9255,2026-05-07,6.8,148,2026.0,2020,Drama
16,1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,ja,190.997,2025-07-18,8.287,1231,2025.0,2020,Animation
28,1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,ja,190.997,2025-07-18,8.287,1231,2025.0,2020,Action
14,1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,ja,190.997,2025-07-18,8.287,1231,2025.0,2020,Fantasy
27,1110034,Kraken,no,180.3445,2026-02-06,6.364,242,2026.0,2020,Horror
28,1110034,Kraken,no,180.3445,2026-02-06,6.364,242,2026.0,2020,Action
53,1110034,Kraken,no,180.3445,2026-02-06,6.364,242,2026.0,2020,Thriller
878,687163,Project Hail Mary,en,180.8532,2026-03-15,8.66,6578,2026.0,2020,Science Fiction
12,687163,Project Hail Mary,en,180.8532,2026-03-15,8.66,6578,2026.0,2020,Adventure
10749,1523145,Your Heart Will Be Broken,ru,159.7661,2026-03-26,7.1,118,2026.0,2020,Romance
35,1314481,The Devil Wears Prada 2,en,153.5867,2026-04-29,7.2,1736,2026.0,2020,Comedy
18,1314481,The Devil Wears Prada 2,en,153.5867,2026-04-29,7.2,1736,2026.0,2020,Drama
28,1228710,The Mandalorian and Grogu,en,153.3296,2026-05-20,7.4,1009,2026.0,2020,Action
12,1228710,The Mandalorian and Grogu,en,153.3296,2026-05-20,7.4,1009,2026.0,2020,Adventure
878,1228710,The Mandalorian and Grogu,en,153.3296,2026-05-20,7.4,1009,2026.0,2020,Science Fiction
27,1127384,Deep Water,en,145.0063,2026-04-30,7.205,321,2026.0,2020,Horror
53,1127384,Deep Water,en,145.0063,2026-04-30,7.205,321,2026.0,2020,Thriller
35,949838,72 HOURS,en,122.2023,2026-07-20,6.8,185,2026.0,2020,Comedy
80,949838,72 HOURS,en,122.2023,2026-07-20,6.8,185,2026.0,2020,Crime
10402,936075,Michael,en,117.1261,2026-04-22,8.695,3774,2026.0,2020,Music
18,936075,Michael,en,117.1261,2026-04-22,8.695,3774,2026.0,2020,Drama
878,1698856,Master of the Universe,en,113.8776,2026-05-22,4.8,30,2026.0,2020,Science Fiction
28,1698856,Master of the Universe,en,113.8776,2026-05-22,4.8,30,2026.0,2020,Action
28,1280738,The Furious,zh,111.2718,2026-06-10,7.322,261,2026.0,2020,Action
80,1280738,The Furious,zh,111.2718,2026-06-10,7.322,261,2026.0,2020,Crime
53,1280738,The Furious,zh,111.2718,2026-06-10,7.322,261,2026.0,2020,Thriller
14,1318621,Descendants: Wicked Wonderland,en,110.7029,2026-07-16,7.606,123,2026.0,2020,Fantasy
10751,1318621,Descendants: Wicked Wonderland,en,110.7029,2026-07-16,7.606,123,2026.0,2020,Family
10770,1318621,Descendants: Wicked Wonderland,en,110.7029,2026-07-16,7.606,123,2026.0,2020,TV Movie
12,1318621,Descendants: Wicked Wonderland,en,110.7029,2026-07-16,7.606,123,2026.0,2020,Adventure
28,931285,Mortal Kombat II,en,108.3948,2026-05-06,7.934,2194,2026.0,2020,Action
14,931285,Mortal Kombat II,en,108.3948,2026-05-06,7.934,2194,2026.0,2020,Fantasy
12,931285,Mortal Kombat II,en,108.3948,2026-05-06,7.934,2194,2026.0,2020,Adventure
27,1481343,The Devil's Mouth,en,104.6637,2026-07-29,6.272,90,2026.0,2020,Horror
53,1481343,The Devil's Mouth,en,104.6637,2026-07-29,6.272,90,2026.0,2020,Thriller
878,83533,Avatar: Fire and Ash,en,103.2057,2025-12-17,7.634,3978,2025.0,2020,Science Fiction
12,83533,Avatar: Fire and Ash,en,103.2057,2025-12-17,7.634,3978,2025.0,2020,Adventure
14,83533,Avatar: Fire and Ash,en,103.2057,2025-12-17,7.634,3978,2025.0,2020,Fantasy
18,47612,Au Bonheur des Dames,fr,100.4647,1930-07-03,6.3,36,1930.0,1930,Drama
10749,47612,Au Bonheur des Dames,fr,100.4647,1930-07-03,6.3,36,1930.0,1930,Romance
53,1430698,The Bay,en,99.7834,2026-07-02,6.292,12,2026.0,2020,Thriller
27,1430698,The Bay,en,99.7834,2026-07-02,6.292,12,2026.0,2020,Horror
10749,1285366,Shape of My Heart,ja,99.0022,2024-07-06,6.25,4,2024.0,2020,Romance
18,1728704,Siping,tl,98.5893,2026-07-10,2.833,3,2026.0,2020,Drama
10751,1226863,The Super Mario Galaxy Movie,en,98.58,2026-04-01,8.265,3270,2026.0,2020,Family
35,1226863,The Super Mario Galaxy Movie,en,98.58,2026-04-01,8.265,3270,2026.0,2020,Comedy
12,1226863,The Super Mario Galaxy Movie,en,98.58,2026-04-01,8.265,3270,2026.0,2020,Adventure
14,1226863,The Super Mario Galaxy Movie,en,98.58,2026-04-01,8.265,3270,2026.0,2020,Fantasy
16,1226863,The Super Mario Galaxy Movie,en,98.58,2026-04-01,8.265,3270,2026.0,2020,Animation
18,278,The Shawshank Redemption,en,96.6546,1994-09-23,8.727,30883,1994.0,1990,Drama
80,278,The Shawshank Redemption,en,96.6546,1994-09-23,8.727,30883,1994.0,1990,Crime
35,532794,Sex Plate 17,ko,95.4181,2017-11-13,6.2,13,2017.0,2010,Comedy
18,532794,Sex Plate 17,ko,95.4181,2017-11-13,6.2,13,2017.0,2010,Drama
10749,532794,Sex Plate 17,ko,95.4181,2017-11-13,6.2,13,2017.0,2010,Romance
35,151024,The Soldier with Great Maneuvers,it,92.1824,1978-12-07,4.967,46,1978.0,1970,Comedy
28,1235877,Jana Nayagan,ta,71.7481,2026-07-22,6.0,8,2026.0,2020,Action
18,1235877,Jana Nayagan,ta,71.7481,2026-07-22,6.0,8,2026.0,2020,Drama
12,157336,Interstellar,en,78.6993,2014-11-05,8.483,40502,2014.0,2010,Adventure
18,157336,Interstellar,en,78.6993,2014-11-05,8.483,40502,2014.0,2010,Drama
878,157336,Interstellar,en,78.6993,2014-11-05,8.483,40502,2014.0,2010,Science Fiction
53,1382832,Hungry,en,85.9317,2026-06-03,7.086,163,2026.0,2020,Thriller
27,1382832,Hungry,en,85.9317,2026-06-03,7.086,163,2026.0,2020,Horror
53,1413976,Citizen Vigilante,en,70.1051,2026-06-19,6.349,288,2026.0,2020,Thriller
28,1413976,Citizen Vigilante,en,70.1051,2026-06-19,6.349,288,2026.0,2020,Action
80,1413976,Citizen Vigilante,en,70.1051,2026-06-19,6.349,288,2026.0,2020,Crime
878,1469342,Her Private Hell,en,84.5214,2026-07-23,5.2,19,2026.0,2020,Science Fiction
27,1469342,Her Private Hell,en,84.5214,2026-07-23,5.2,19,2026.0,2020,Horror
53,1469342,Her Private Hell,en,84.5214,2026-07-23,5.2,19,2026.0,2020,Thriller
27,1631506,The Hanged Woman,es,81.5905,2026-04-22,5.4,5,2026.0,2020,Horror
27,1368314,Passenger,en,65.8591,2026-05-20,7.325,625,2026.0,2020,Horror
53,1368314,Passenger,en,65.8591,2026-05-20,7.325,625,2026.0,2020,Thriller
35,1361774,The Dink,en,70.5628,2026-07-23,6.183,60,2026.0,2020,Comedy
53,1487861,Elize: Shadows of a Woman,pt,73.9185,2026-07-22,7.136,70,2026.0,2020,Thriller
80,1487861,Elize: Shadows of a Woman,pt,73.9185,2026-07-22,7.136,70,2026.0,2020,Crime
18,1487861,Elize: Shadows of a Woman,pt,73.9185,2026-07-22,7.136,70,2026.0,2020,Drama
53,976912,Graphic Desires,en,65.0032,2023-08-31,7.114,132,2023.0,2020,Thriller
80,976912,Graphic Desires,en,65.0032,2023-08-31,7.114,132,2023.0,2020,Crime
12,1007757,Swapped,en,67.7718,2026-05-01,8.895,2021,2026.0,2020,Adventure
16,1007757,Swapped,en,67.7718,2026-05-01,8.895,2021,2026.0,2020,Animation
10751,1007757,Swapped,en,67.7718,2026-05-01,8.895,2021,2026.0,2020,Family
14,1007757,Swapped,en,67.7718,2026-05-01,8.895,2021,2026.0,2020,Fantasy
28,1290821,Shelter,en,65.3889,2026-01-28,7.77,1591,2026.0,2020,Action
80,1290821,Shelter,en,65.3889,2026-01-28,7.77,1591,2026.0,2020,Crime
53,1290821,Shelter,en,65.3889,2026-01-28,7.77,1591,2026.0,2020,Thriller
12,1327819,Hoppers,en,64.7947,2026-03-04,8.182,2052,2026.0,2020,Adventure
16,1327819,Hoppers,en,64.7947,2026-03-04,8.182,2052,2026.0,2020,Animation
35,1327819,Hoppers,en,64.7947,2026-03-04,8.182,2052,2026.0,2020,Comedy
10751,1327819,Hoppers,en,64.7947,2026-03-04,8.182,2052,2026.0,2020,Family
878,1327819,Hoppers,en,64.7947,2026-03-04,8.182,2052,2026.0,2020,Science Fiction
28,1419406,The Shadow's Edge,zh,61.91,2025-08-16,7.92,1035,2025.0,2020,Action
80,1419406,The Shadow's Edge,zh,61.91,2025-08-16,7.92,1035,2025.0,2020,Crime
18,1419406,The Shadow's Edge,zh,61.91,2025-08-16,7.92,1035,2025.0,2020,Drama
53,1419406,The Shadow's Edge,zh,61.91,2025-08-16,7.92,1035,2025.0,2020,Thriller
27,1443894,Forgive Us All,en,55.7462,2025-05-08,5.649,47,2025.0,2020,Horror
37,1443894,Forgive Us All,en,55.7462,2025-05-08,5.649,47,2025.0,2020,Western
53,1443894,Forgive Us All,en,55.7462,2025-05-08,5.649,47,2025.0,2020,Thriller
28,1443894,Forgive Us All,en,55.7462,2025-05-08,5.649,47,2025.0,2020,Action
28,27205,Inception,en,59.6355,2010-07-15,8.373,39686,2010.0,2010,Action
878,27205,Inception,en,59.6355,2010-07-15,8.373,39686,2010.0,2010,Science Fiction
12,27205,Inception,en,59.6355,2010-07-15,8.373,39686,2010.0,2010,Adventure
12,299536,Avengers: Infinity War,en,65.2655,2018-04-25,8.24,32396,2018.0,2010,Adventure
28,299536,Avengers: Infinity War,en,65.2655,2018-04-25,8.24,32396,2018.0,2010,Action
878,299536,Avengers: Infinity War,en,65.2655,2018-04-25,8.24,32396,2018.0,2010,Science Fiction
10749,1564614,Leviticus,en,62.7822,2026-06-17,6.4,61,2026.0,2020,Romance
27,1564614,Leviticus,en,62.7822,2026-06-17,6.4,61,2026.0,2020,Horror
28,1439930,The Punisher: One Last Kill,en,61.8201,2026-05-12,8.307,1941,2026.0,2020,Action
18,1439930,The Punisher: One Last Kill,en,61.8201,2026-05-12,8.307,1941,2026.0,2020,Drama
80,1439930,The Punisher: One Last Kill,en,61.8201,2026-05-12,8.307,1941,2026.0,2020,Crime
18,64439,A Flame in My Heart,fr,45.3556,1987-06-03,6.071,14,1987.0,1980,Drama
878,755898,War of the Worlds,en,62.6433,2025-07-29,4.079,1050,2025.0,2020,Science Fiction
53,755898,War of the Worlds,en,62.6433,2025-07-29,4.079,1050,2025.0,2020,Thriller
10752,652,Troy,en,61.2826,2004-05-13,7.183,11261,2004.0,2000,War
28,652,Troy,en,61.2826,2004-05-13,7.183,11261,2004.0,2000,Action
36,652,Troy,en,61.2826,2004-05-13,7.183,11261,2004.0,2000,History
27,1337148,Aisha Can't Fly Away,ar,63.4045,2025-05-20,5.5,4,2025.0,2020,Horror
18,1337148,Aisha Can't Fly Away,ar,63.4045,2025-05-20,5.5,4,2025.0,2020,Drama
28,1656061,Immortal Combat,en,68.6136,2026-04-24,4.714,14,2026.0,2020,Action
878,1656061,Immortal Combat,en,68.6136,2026-04-24,4.714,14,2026.0,2020,Science Fiction
12,1656061,Immortal Combat,en,68.6136,2026-04-24,4.714,14,2026.0,2020,Adventure
28,19995,Avatar,en,55.8806,2009-12-16,7.61,34303,2009.0,2000,Action
878,19995,Avatar,en,55.8806,2009-12-16,7.61,34303,2009.0,2000,Science Fiction
12,19995,Avatar,en,55.8806,2009-12-16,7.61,34303,2009.0,2000,Adventure
18,1491920,Kung Fu Soccer,zh,55.3495,2026-07-11,5.9,16,2026.0,2020,Drama
35,1491920,Kung Fu Soccer,zh,55.3495,2026-07-11,5.9,16,2026.0,2020,Comedy
28,1491920,Kung Fu Soccer,zh,55.3495,2026-07-11,5.9,16,2026.0,2020,Action
35,1301421,The Sheep Detectives,en,56.3075,2026-04-30,7.925,1214,2026.0,2020,Comedy
10751,1301421,The Sheep Detectives,en,56.3075,2026-04-30,7.925,1214,2026.0,2020,Family
9648,1301421,The Sheep Detectives,en,56.3075,2026-04-30,7.925,1214,2026.0,2020,Mystery
35,424711,Poppea's Hot Nights,it,56.7674,1969-01-01,4.7,5,1969.0,1960,Comedy
18,299710,Being 14,fr,44.9105,2015-02-25,4.1,65,2015.0,2010,Drama
878,24428,The Avengers,en,56.0493,2012-04-25,8.06,38924,2012.0,2010,Science Fiction
28,24428,The Avengers,en,56.0493,2012-04-25,8.06,38924,2012.0,2010,Action
12,24428,The Avengers,en,56.0493,2012-04-25,8.06,38924,2012.0,2010,Adventure
28,155,The Dark Knight,en,56.0747,2008-07-16,8.534,36216,2008.0,2000,Action
80,155,The Dark Knight,en,56.0747,2008-07-16,8.534,36216,2008.0,2000,Crime
53,155,The Dark Knight,en,56.0747,2008-07-16,8.534,36216,2008.0,2000,Thriller
28,1318447,Apex,en,52.6703,2026-04-24,6.865,1719,2026.0,2020,Action
53,1318447,Apex,en,52.6703,2026-04-24,6.865,1719,2026.0,2020,Thriller
878,1234821,Jurassic World Rebirth,en,53.4368,2025-06-23,6.276,3573,2025.0,2020,Science Fiction
12,1234821,Jurassic World Rebirth,en,53.4368,2025-06-23,6.276,3573,2025.0,2020,Adventure
28,1234821,Jurassic World Rebirth,en,53.4368,2025-06-23,6.276,3573,2025.0,2020,Action
28,44980,Zero Woman 2,ja,61.5196,1995-09-05,5.0,8,1995.0,1990,Action
53,44980,Zero Woman 2,ja,61.5196,1995-09-05,5.0,8,1995.0,1990,Thriller
35,599335,OK! Madam,ko,53.5037,2020-08-12,7.1,56,2020.0,2020,Comedy
28,599335,OK! Madam,ko,53.5037,2020-08-12,7.1,56,2020.0,2020,Action
28,315635,Spider-Man: Homecoming,en,67.4452,2017-07-05,7.331,23405,2017.0,2010,Action
12,315635,Spider-Man: Homecoming,en,67.4452,2017-07-05,7.331,23405,2017.0,2010,Adventure
878,315635,Spider-Man: Homecoming,en,67.4452,2017-07-05,7.331,23405,2017.0,2010,Science Fiction
53,1659155,The Truthers,es,53.0559,2026-07-24,6.1,20,2026.0,2020,Thriller
18,1659155,The Truthers,es,53.0559,2026-07-24,6.1,20,2026.0,2020,Drama
9648,1659155,The Truthers,es,53.0559,2026-07-24,6.1,20,2026.0,2020,Mystery
18,329505,Lola's Secret,it,76.0517,1984-05-04,7.049,71,1984.0,1980,Drama
35,329505,Lola's Secret,it,76.0517,1984-05-04,7.049,71,1984.0,1980,Comedy
27,329505,Lola's Secret,it,76.0517,1984-05-04,7.049,71,1984.0,1980,Horror
12,122,The Lord of the Rings: The Return of the King,en,50.5832,2003-12-17,8.502,26945,2003.0,2000,Adventure
14,122,The Lord of the Rings: The Return of the King,en,50.5832,2003-12-17,8.502,26945,2003.0,2000,Fantasy
28,122,The Lord of the Rings: The Return of the King,en,50.5832,2003-12-17,8.502,26945,2003.0,2000,Action
16,1084242,Zootopia 2,en,50.8258,2025-11-26,7.684,3171,2025.0,2020,Animation
12,1084242,Zootopia 2,en,50.8258,2025-11-26,7.684,3171,2025.0,2020,Adventure
35,1084242,Zootopia 2,en,50.8258,2025-11-26,7.684,3171,2025.0,2020,Comedy
9648,1084242,Zootopia 2,en,50.8258,2025-11-26,7.684,3171,2025.0,2020,Mystery
10751,1084242,Zootopia 2,en,50.8258,2025-11-26,7.684,3171,2025.0,2020,Family
27,1321008,Black Box,en,46.4986,2026-06-25,6.3,52,2026.0,2020,Horror
53,1321008,Black Box,en,46.4986,2026-06-25,6.3,52,2026.0,2020,Thriller
9648,1368166,The Housemaid,en,44.808,2025-12-18,7.275,2737,2025.0,2020,Mystery
53,1368166,The Housemaid,en,44.808,2025-12-18,7.275,2737,2025.0,2020,Thriller
18,238,The Godfather,en,49.2028,1972-03-14,8.686,23232,1972.0,1970,Drama
80,238,The Godfather,en,49.2028,1972-03-14,8.686,23232,1972.0,1970,Crime
16,569094,Spider-Man: Across the Spider-Verse,en,41.5353,2023-05-31,8.339,8861,2023.0,2020,Animation
28,569094,Spider-Man: Across the Spider-Verse,en,41.5353,2023-05-31,8.339,8861,2023.0,2020,Action
12,569094,Spider-Man: Across the Spider-Verse,en,41.5353,2023-05-31,8.339,8861,2023.0,2020,Adventure
878,569094,Spider-Man: Across the Spider-Verse,en,41.5353,2023-05-31,8.339,8861,2023.0,2020,Science Fiction
10749,1595852,Boulevard,es,46.6765,2026-04-10,7.545,144,2026.0,2020,Romance
18,1595852,Boulevard,es,46.6765,2026-04-10,7.545,144,2026.0,2020,Drama
27,1212763,Evil Dead Burn,en,48.4007,2026-07-07,6.8,220,2026.0,2020,Horror
878,617126,The Fantastic 4: First Steps,en,47.0928,2025-07-23,6.958,3569,2025.0,2020,Science Fiction
12,617126,The Fantastic 4: First Steps,en,47.0928,2025-07-23,6.958,3569,2025.0,2020,Adventure
28,617126,The Fantastic 4: First Steps,en,47.0928,2025-07-23,6.958,3569,2025.0,2020,Action
18,872585,Oppenheimer,en,46.594,2023-07-19,8.023,12095,2023.0,2020,Drama
36,872585,Oppenheimer,en,46.594,2023-07-19,8.023,12095,2023.0,2020,History
12,120,The Lord of the Rings: The Fellowship of the Ring,en,44.1406,2001-12-18,8.44,27947,2001.0,2000,Adventure
14,120,The Lord of the Rings: The Fellowship of the Ring,en,44.1406,2001-12-18,8.44,27947,2001.0,2000,Fantasy
28,120,The Lord of the Rings: The Fellowship of the Ring,en,44.1406,2001-12-18,8.44,27947,2001.0,2000,Action
18,550,Fight Club,en,46.2584,1999-10-15,8.438,32457,1999.0,1990,Drama
53,550,Fight Club,en,46.2584,1999-10-15,8.438,32457,1999.0,1990,Thriller
28,533535,Deadpool & Wolverine,en,42.9514,2024-07-24,7.582,9017,2024.0,2020,Action
35,533535,Deadpool & Wolverine,en,42.9514,2024-07-24,7.582,9017,2024.0,2020,Comedy
878,533535,Deadpool & Wolverine,en,42.9514,2024-07-24,7.582,9017,2024.0,2020,Science Fiction
28,1122573,In the Grey,en,43.3048,2026-05-13,7.555,587,2026.0,2020,Action
53,1122573,In the Grey,en,43.3048,2026-05-13,7.555,587,2026.0,2020,Thriller
12,671,Harry Potter and the Philosopher's Stone,en,46.6446,2001-11-16,7.901,29881,2001.0,2000,Adventure
14,671,Harry Potter and the Philosopher's Stone,en,46.6446,2001-11-16,7.901,29881,2001.0,2000,Fantasy
10751,1175942,The Bad Guys 2,en,38.9816,2025-07-24,7.625,838,2025.0,2020,Family
35,1175942,The Bad Guys 2,en,38.9816,2025-07-24,7.625,838,2025.0,2020,Comedy
80,1175942,The Bad Guys 2,en,38.9816,2025-07-24,7.625,838,2025.0,2020,Crime
12,1175942,The Bad Guys 2,en,38.9816,2025-07-24,7.625,838,2025.0,2020,Adventure
16,1175942,The Bad Guys 2,en,38.9816,2025-07-24,7.625,838,2025.0,2020,Animation
28,603,The Matrix,en,43.2872,1999-03-31,8.253,28280,1999.0,1990,Action
878,603,The Matrix,en,43.2872,1999-03-31,8.253,28280,1999.0,1990,Science Fiction
12,840464,Greenland 2: Migration,en,42.9101,2026-01-07,6.425,1389,2026.0,2020,Adventure
53,840464,Greenland 2: Migration,en,42.9101,2026-01-07,6.425,1389,2026.0,2020,Thriller
878,840464,Greenland 2: Migration,en,42.9101,2026-01-07,6.425,1389,2026.0,2020,Science Fiction
36,1305672,I Know Who You Are,zh,41.6703,2026-06-19,6.2,5,2026.0,2020,History
18,1305672,I Know Who You Are,zh,41.6703,2026-06-19,6.2,5,2026.0,2020,Drama
16,324857,Spider-Man: Into the Spider-Verse,en,45.1039,2018-12-06,8.393,17491,2018.0,2010,Animation
28,324857,Spider-Man: Into the Spider-Verse,en,45.1039,2018-12-06,8.393,17491,2018.0,2010,Action
12,324857,Spider-Man: Into the Spider-Verse,en,45.1039,2018-12-06,8.393,17491,2018.0,2010,Adventure
878,324857,Spider-Man: Into the Spider-Verse,en,45.1039,2018-12-06,8.393,17491,2018.0,2010,Science Fiction
27,1301310,Zombies of the Third Reich,en,39.8332,2025-06-10,4.1,5,2025.0,2020,Horror
36,1301310,Zombies of the Third Reich,en,39.8332,2025-06-10,4.1,5,2025.0,2020,History
28,11770,Shaolin Soccer,cn,37.7672,2001-07-05,7.196,2600,2001.0,2000,Action
35,11770,Shaolin Soccer,cn,37.7672,2001-07-05,7.196,2600,2001.0,2000,Comedy
12,1241982,Moana 2,en,37.3882,2024-11-21,6.987,3183,2024.0,2020,Adventure
16,1241982,Moana 2,en,37.3882,2024-11-21,6.987,3183,2024.0,2020,Animation
35,1241982,Moana 2,en,37.3882,2024-11-21,6.987,3183,2024.0,2020,Comedy
10751,1241982,Moana 2,en,37.3882,2024-11-21,6.987,3183,2024.0,2020,Family
14,1241982,Moana 2,en,37.3882,2024-11-21,6.987,3183,2024.0,2020,Fantasy
18,89657,Country Hooker,en,56.2032,1974-10-04,4.2,6,1974.0,1970,Drama
28,429617,Spider-Man: Far From Home,en,52.7927,2019-06-28,7.4,17190,2019.0,2010,Action
12,429617,Spider-Man: Far From Home,en,52.7927,2019-06-28,7.4,17190,2019.0,2010,Adventure
878,429617,Spider-Man: Far From Home,en,52.7927,2019-06-28,7.4,17190,2019.0,2010,Science Fiction
28,1305781,Blades of the Guardians,zh,42.7704,2026-02-17,7.878,147,2026.0,2020,Action
12,1305781,Blades of the Guardians,zh,42.7704,2026-02-17,7.878,147,2026.0,2020,Adventure
18,1723013,Hibla 2,tl,42.425,2026-06-30,3.0,1,2026.0,2020,Drama
16,1297842,GOAT,en,40.7682,2026-02-11,8.114,936,2026.0,2020,Animation
35,1297842,GOAT,en,40.7682,2026-02-11,8.114,936,2026.0,2020,Comedy
10751,1297842,GOAT,en,40.7682,2026-02-11,8.114,936,2026.0,2020,Family
14,803796,KPop Demon Hunters,en,39.6691,2025-06-20,8.015,3038,2025.0,2020,Fantasy
10402,803796,KPop Demon Hunters,en,39.6691,2025-06-20,8.015,3038,2025.0,2020,Music
35,803796,KPop Demon Hunters,en,39.6691,2025-06-20,8.015,3038,2025.0,2020,Comedy
16,803796,KPop Demon Hunters,en,39.6691,2025-06-20,8.015,3038,2025.0,2020,Animation
28,1930,The Amazing Spider-Man,en,45.5232,2012-06-23,6.744,18735,2012.0,2010,Action
12,1930,The Amazing Spider-Man,en,45.5232,2012-06-23,6.744,18735,2012.0,2010,Adventure
878,1930,The Amazing Spider-Man,en,45.5232,2012-06-23,6.744,18735,2012.0,2010,Science Fiction
80,393392,Modori River,ja,47.0382,1983-04-16,5.7,3,1983.0,1980,Crime
18,393392,Modori River,ja,47.0382,1983-04-16,5.7,3,1983.0,1980,Drama
10749,393392,Modori River,ja,47.0382,1983-04-16,5.7,3,1983.0,1980,Romance
18,597,Titanic,en,38.0157,1997-12-18,7.902,27422,1997.0,1990,Drama
10749,597,Titanic,en,38.0157,1997-12-18,7.902,27422,1997.0,1990,Romance
53,680,Pulp Fiction,en,40.9883,1994-09-10,8.482,30513,1994.0,1990,Thriller
80,680,Pulp Fiction,en,40.9883,1994-09-10,8.482,30513,1994.0,1990,Crime
35,680,Pulp Fiction,en,40.9883,1994-09-10,8.482,30513,1994.0,1990,Comedy
