genre_ids,id,title,original_language,popularity,release_date,vote_average,vote_count,release_year,decade,genre
16,381719,Peter Rabbit,en,5.8321,2018-02-07,6.701,1949,2018.0,2010,Animation
12,381719,Peter Rabbit,en,5.8321,2018-02-07,6.701,1949,2018.0,2010,Adventure
10751,381719,Peter Rabbit,en,5.8321,2018-02-07,6.701,1949,2018.0,2010,Family
35,91118,Tiga Abdul,ms,8.4593,1964-04-22,6.7,5,1964.0,1960,Comedy
12,15370,The Cat Returns,ja,5.932,2002-07-19,7.134,2489,2002.0,2000,Adventure
14,15370,The Cat Returns,ja,5.932,2002-07-19,7.134,2489,2002.0,2000,Fantasy
16,15370,The Cat Returns,ja,5.932,2002-07-19,7.134,2489,2002.0,2000,Animation
18,15370,The Cat Returns,ja,5.932,2002-07-19,7.134,2489,2002.0,2000,Drama
10751,15370,The Cat Returns,ja,5.932,2002-07-19,7.134,2489,2002.0,2000,Family
12,11976,Legend,en,6.3991,1985-08-28,6.253,1406,1985.0,1980,Adventure
14,11976,Legend,en,6.3991,1985-08-28,6.253,1406,1985.0,1980,Fantasy
28,2636,The Specialist,en,6.1898,1994-10-07,5.947,1464,1994.0,1990,Action
53,2636,The Specialist,en,6.1898,1994-10-07,5.947,1464,1994.0,1990,Thriller
12,375588,Robin Hood,en,7.1895,2018-11-03,5.91,3180,2018.0,2010,Adventure
28,375588,Robin Hood,en,7.1895,2018-11-03,5.91,3180,2018.0,2010,Action
53,375588,Robin Hood,en,7.1895,2018-11-03,5.91,3180,2018.0,2010,Thriller
14,375588,Robin Hood,en,7.1895,2018-11-03,5.91,3180,2018.0,2010,Fantasy
28,2140,Kiss of the Dragon,en,5.9718,2001-07-06,6.9,1375,2001.0,2000,Action
80,2140,Kiss of the Dragon,en,5.9718,2001-07-06,6.9,1375,2001.0,2000,Crime
53,2140,Kiss of the Dragon,en,5.9718,2001-07-06,6.9,1375,2001.0,2000,Thriller
18,28290,The Man in the Gray Flannel Suit,en,6.1245,1956-04-12,6.712,57,1956.0,1950,Drama
10751,7459,Speed Racer,en,6.6004,2008-05-07,6.375,1807,2008.0,2000,Family
28,7459,Speed Racer,en,6.6004,2008-05-07,6.375,1807,2008.0,2000,Action
12,7459,Speed Racer,en,6.6004,2008-05-07,6.375,1807,2008.0,2000,Adventure
35,7459,Speed Racer,en,6.6004,2008-05-07,6.375,1807,2008.0,2000,Comedy
28,27576,Salt,en,6.0227,2010-07-21,6.418,5991,2010.0,2010,Action
9648,27576,Salt,en,6.0227,2010-07-21,6.418,5991,2010.0,2010,Mystery
53,27576,Salt,en,6.0227,2010-07-21,6.418,5991,2010.0,2010,Thriller
